,iid,age,dominant_race,dominant_emotion
4128,6289,27,white,neutral
4129,6290,44,white,angry
4130,6291,39,white,happy
4131,6292,32,white,neutral
4132,6293,43,white,angry
4133,6294,30,indian,happy
4134,6295,27,indian,happy
4135,6296,32,white,happy
4136,6297,36,white,happy
4137,4171,39,indian,happy
4138,4172,34,asian,sad
4139,4173,38,white,happy
4140,4174,30,latino hispanic,happy
4141,4175,47,latino hispanic,angry
4142,4432,32,white,happy
4143,894,30,white,angry
4144,895,29,white,happy
4145,897,32,white,happy
4146,899,30,white,happy
4147,900,30,white,happy
4148,726,31,white,neutral
4149,727,32,white,happy
4150,728,30,white,happy
4151,729,24,white,happy
4152,730,28,latino hispanic,happy
4153,1375,34,latino hispanic,happy
4154,1680,30,white,happy
4155,1681,38,white,happy
4156,1682,35,white,happy
4157,1683,34,white,happy
4158,1684,34,white,happy
4159,1685,33,white,neutral
4160,5024,26,black,happy
4161,5025,33,black,happy
4162,5026,42,black,happy
4163,5027,26,black,happy
4164,5028,31,black,angry
4165,5029,24,black,surprise
4166,5030,32,black,happy
4167,6298,28,white,happy
4168,6299,28,white,happy
4169,6300,28,white,happy
4170,6301,30,white,happy
4171,6302,31,white,happy
4172,6303,30,white,happy
4173,6304,28,white,happy
4174,6305,30,white,happy
4175,6306,31,white,happy
4176,6307,28,white,happy
4177,6308,23,white,happy
4178,6309,31,white,happy
4179,6310,29,white,happy
4180,6311,30,white,sad
4181,6312,30,white,happy
4182,6313,30,white,sad
4183,6314,29,latino hispanic,sad
4184,6315,30,white,sad
4185,6316,26,white,neutral
4186,6317,26,white,happy
4187,6318,21,white,happy
4188,6319,30,white,happy
4189,3618,41,white,happy
4190,3619,49,white,happy
4191,3621,44,white,neutral
4192,3622,50,white,happy
4193,1060,33,white,happy
4194,1065,31,white,happy
4195,1066,30,white,happy
4196,1892,28,white,neutral
4197,1893,24,white,happy
4198,1895,24,white,neutral
4199,1898,35,white,happy
4200,1899,31,white,sad
4201,6320,28,indian,happy
4202,6321,24,latino hispanic,happy
4203,6322,24,indian,neutral
4204,6323,23,indian,neutral
4205,6324,28,indian,happy
4206,6325,24,indian,neutral
4207,6326,24,latino hispanic,happy
4208,6327,31,indian,neutral
4209,6328,29,indian,happy
4210,6329,32,latino hispanic,neutral
4211,6330,35,indian,happy
4212,6331,35,indian,happy
4213,6332,46,indian,neutral
4214,6333,45,indian,happy
4215,6334,33,latino hispanic,neutral
4216,6335,44,latino hispanic,happy
4217,6336,32,latino hispanic,neutral
4218,6337,35,white,neutral
4219,6338,47,white,happy
4220,6339,28,white,happy
4221,261,31,white,happy
4222,3790,29,black,happy
4223,3792,28,black,neutral
4224,3793,29,black,neutral
4225,3794,27,black,happy
4226,3795,31,black,neutral
4227,218,34,white,happy
4228,3599,26,white,happy
4229,3600,28,white,happy
4230,3601,23,white,neutral
4231,3602,24,white,neutral
4232,3603,24,white,happy
4233,3604,26,white,happy
4234,3605,26,white,happy
4235,3606,26,white,happy
4236,3607,26,white,neutral
4237,3608,27,white,happy
4238,3609,28,white,happy
4239,3610,25,white,happy
4240,3611,32,white,happy
4241,3612,28,asian,neutral
4242,4440,25,white,happy
4243,4443,28,latino hispanic,happy
4244,4444,23,white,fear
4245,6340,23,white,neutral
4246,6341,23,white,happy
4247,6342,23,white,sad
4248,6343,26,white,happy
4249,6344,25,white,happy
4250,6345,27,white,happy
4251,6346,24,white,neutral
4252,6347,23,white,happy
4253,6348,23,white,neutral
4254,6349,24,white,neutral
4255,6350,23,white,neutral
4256,6351,23,white,angry
4257,6352,33,white,neutral
4258,6353,25,white,happy
4259,6354,32,white,sad
4260,6355,24,white,happy
4261,4839,29,white,happy
4262,6356,23,white,happy
4263,6357,24,white,happy
4264,6358,23,white,happy
4265,6359,23,white,happy
4266,6360,24,white,happy
4267,6361,23,white,happy
4268,6362,27,white,fear
4269,6363,23,white,happy
4270,6364,23,middle eastern,sad
4271,6365,23,white,neutral
4272,6366,23,white,neutral
4273,6367,25,white,neutral
4274,35,45,white,angry
4275,36,44,asian,surprise
4276,37,36,indian,neutral
4277,40,38,asian,fear
4278,41,39,indian,sad
4279,45,31,asian,neutral
4280,46,46,indian,neutral
4281,48,29,white,neutral
4282,50,31,asian,sad
4283,51,32,indian,angry
4284,53,38,indian,neutral
4285,54,34,white,neutral
4286,55,32,asian,happy
4287,3633,55,indian,neutral
4288,3634,56,white,neutral
4289,3635,42,indian,neutral
4290,3636,45,white,neutral
4291,3637,37,indian,angry
4292,3639,50,white,fear
4293,3640,28,asian,sad
4294,3641,51,white,sad
4295,3642,41,white,sad
4296,6368,28,white,happy
4297,6369,28,white,neutral
4298,6370,27,white,neutral
4299,6371,30,white,neutral
4300,6372,31,white,happy
4301,6374,30,white,sad
4302,6375,30,white,happy
4303,6376,30,white,happy
4304,6377,32,white,neutral
4305,6378,31,white,happy
4306,4187,26,latino hispanic,happy
4307,4190,25,white,happy
4308,1474,32,asian,happy
4309,1476,33,latino hispanic,sad
4310,1906,22,asian,neutral
4311,1907,27,latino hispanic,happy
4312,1908,32,white,neutral
4313,1909,25,white,happy
4314,1911,22,white,neutral
4315,1913,31,white,happy
4316,1915,29,white,angry
4317,3202,28,latino hispanic,neutral
4318,3203,26,latino hispanic,happy
4319,3206,31,latino hispanic,happy
4320,3207,28,latino hispanic,happy
4321,3208,30,white,happy
4322,3209,31,white,happy
4323,6379,22,white,happy
4324,6380,29,white,neutral
4325,6381,29,white,neutral
4326,6382,28,white,fear
4327,6383,27,white,happy
4328,6384,28,white,neutral
4329,6385,29,white,happy
4330,6386,26,white,happy
4331,6387,28,white,happy
4332,6388,27,white,happy
4333,6389,33,white,happy
4334,6390,32,white,happy
4335,6394,36,black,happy
4336,6395,40,latino hispanic,happy
4337,6396,26,black,happy
4338,6397,29,white,happy
4339,6398,42,black,happy
4340,6399,32,white,happy
4341,6402,32,white,happy
4342,6403,30,latino hispanic,happy
4343,6404,35,white,happy
4344,6408,32,white,happy
4345,6409,33,latino hispanic,neutral
4346,6410,34,black,happy
4347,6411,32,black,neutral
4348,6414,33,white,happy
4349,1437,23,white,happy
4350,1438,28,white,happy
4351,1439,23,white,neutral
4352,1440,23,white,happy
4353,6416,42,indian,happy
4354,6417,33,asian,happy
4355,6418,26,indian,angry
4356,6419,36,white,neutral
4357,6420,31,asian,angry
4358,6421,33,indian,happy
4359,6422,37,asian,happy
4360,6423,37,white,happy
4361,1253,34,white,happy
4362,1254,36,white,happy
4363,6424,24,asian,sad
4364,6427,32,white,sad
4365,6430,30,white,sad
4366,4642,31,asian,happy
4367,4643,33,asian,happy
4368,4644,33,asian,neutral
4369,4645,31,asian,neutral
4370,4646,31,asian,neutral
4371,4647,28,asian,happy
4372,1781,23,black,neutral
4373,1782,32,black,neutral
4374,1786,26,black,neutral
4375,1794,32,black,happy
4376,2785,38,white,happy
4377,2788,42,white,happy
4378,6431,43,white,happy
4379,6432,36,white,sad
4380,6433,38,white,happy
4381,6434,33,latino hispanic,neutral
4382,6435,34,white,sad
4383,6436,48,white,sad
4384,6437,34,white,happy
4385,6438,32,white,sad
4386,6439,35,white,angry
4387,6440,33,white,angry
4388,6441,35,white,fear
4389,6442,24,white,neutral
4390,6443,25,white,fear
4391,6444,27,white,sad
4392,6445,34,white,neutral
4393,6446,31,white,sad
4394,2768,24,white,happy
4395,2769,25,white,happy
4396,2770,26,white,neutral
4397,2771,36,white,sad
4398,2772,26,white,happy
4399,147,28,white,angry
4400,148,28,white,neutral
4401,149,24,white,happy
4402,150,30,white,fear
4403,151,30,white,neutral
4404,152,28,white,neutral
4405,1000,27,black,neutral
4406,1001,34,black,neutral
4407,989,26,black,angry
4408,990,27,black,happy
4409,991,25,black,happy
4410,992,30,black,sad
4411,994,32,black,sad
4412,995,32,black,angry
4413,996,25,black,fear
4414,998,32,black,angry
4415,999,27,black,angry
4416,6447,33,white,happy
4417,6448,33,latino hispanic,happy
4418,6449,32,latino hispanic,neutral
4419,6450,32,white,neutral
4420,6451,32,white,happy
4421,6452,32,latino hispanic,sad
4422,6453,32,white,neutral
4423,6454,32,white,fear
4424,3026,24,white,neutral
4425,3028,24,white,neutral
4426,3029,23,white,happy
4427,3030,27,white,neutral
4428,3031,24,white,neutral
4429,6455,34,white,happy
4430,6456,46,white,happy
4431,6457,35,white,happy
4432,6458,37,white,happy
4433,6459,26,white,happy
4434,6460,25,white,happy
4435,6461,38,white,happy
4436,6462,24,white,happy
4437,6463,28,white,happy
4438,6464,27,white,happy
4439,6465,30,white,neutral
4440,6466,29,white,happy
4441,6467,27,white,happy
4442,6468,30,white,happy
4443,6469,50,asian,happy
4444,6470,50,asian,happy
4445,6471,43,white,happy
4446,6472,44,white,happy
4447,3997,26,middle eastern,happy
4448,6473,43,indian,fear
4449,6474,46,indian,angry
4450,6475,44,white,happy
4451,6476,40,latino hispanic,neutral
4452,6477,37,indian,neutral
4453,6478,41,indian,happy
4454,6479,36,indian,neutral
4455,6480,32,latino hispanic,happy
4456,6481,35,indian,neutral
4457,6482,35,indian,neutral
4458,6483,30,indian,happy
4459,6484,35,indian,neutral
4460,6485,33,latino hispanic,neutral
4461,6486,31,indian,neutral
4462,6487,37,indian,sad
4463,6488,34,indian,neutral
4464,1877,32,asian,happy
4465,1879,36,white,sad
4466,1881,33,asian,happy
4467,4297,30,latino hispanic,neutral
4468,4301,29,black,happy
4469,4302,32,black,happy
4470,4306,30,black,happy
4471,4307,31,white,happy
4472,4308,31,asian,neutral
4473,4309,32,asian,happy
4474,4310,32,black,happy
4475,4311,34,black,happy
4476,4312,32,black,happy
4477,4313,32,indian,happy
4478,4314,35,black,happy
4479,4315,32,indian,happy
4480,4316,32,asian,happy
4481,4317,32,asian,happy
4482,4318,33,asian,happy
4483,4319,32,asian,neutral
4484,4320,32,black,happy
4485,4321,31,black,happy
4486,4322,32,asian,happy
4487,4323,32,black,happy
4488,4324,32,latino hispanic,happy
4489,4325,33,latino hispanic,happy
4490,4326,32,black,happy
4491,4855,42,white,happy
4492,4856,25,white,neutral
4493,4857,33,white,happy
4494,4858,36,white,happy
4495,4859,34,white,happy
4496,3184,31,white,happy
4497,3185,33,white,happy
4498,3186,38,white,neutral
4499,3187,31,white,happy
4500,3188,40,white,happy
4501,3189,44,white,happy
4502,3190,34,white,happy
4503,3191,39,white,happy
4504,3192,43,white,happy
4505,1372,45,asian,neutral
4506,2374,31,white,happy
4507,2378,32,white,neutral
4508,3581,29,white,happy
4509,3582,30,white,neutral
4510,3590,30,white,happy
4511,242,23,white,neutral
4512,243,26,white,happy
4513,244,27,white,happy
4514,3897,28,white,happy
4515,3898,27,white,happy
4516,6489,24,white,neutral
4517,6490,22,white,angry
4518,6491,26,white,angry
4519,6492,30,white,happy
4520,6493,22,latino hispanic,happy
4521,6494,25,white,happy
4522,6495,23,white,happy
4523,6496,27,white,happy
4524,6497,23,white,happy
4525,6498,33,white,neutral
4526,6500,32,indian,happy
4527,6501,32,white,happy
4528,6503,31,white,neutral
4529,6504,31,white,sad
4530,6505,32,white,neutral
4531,6506,31,white,angry
4532,6507,33,white,neutral
4533,6508,31,white,neutral
4534,6509,30,latino hispanic,neutral
4535,6510,31,white,happy
4536,6511,30,white,happy
4537,6512,26,white,happy
4538,6513,32,white,happy
4539,6514,32,white,neutral
4540,6515,22,white,sad
4541,6516,27,latino hispanic,neutral
4542,6517,22,white,sad
4543,6518,25,latino hispanic,neutral
4544,6519,23,white,neutral
4545,6520,26,white,neutral
4546,6522,45,latino hispanic,happy
4547,6523,47,latino hispanic,fear
4548,6524,43,latino hispanic,happy
4549,6525,50,middle eastern,fear
4550,6526,41,indian,neutral
4551,2944,33,white,neutral
4552,2945,32,white,happy
4553,2947,27,latino hispanic,neutral
4554,6527,44,white,neutral
4555,6528,25,middle eastern,happy
4556,6529,26,white,neutral
4557,6530,43,white,angry
4558,6531,28,white,happy
4559,6532,27,white,happy
4560,6533,37,white,fear
4561,6534,25,white,happy
4562,6535,45,white,happy
4563,6536,23,white,happy
4564,6537,45,latino hispanic,sad
4565,3150,23,white,neutral
4566,3151,23,white,neutral
4567,3152,25,white,sad
4568,3153,27,white,happy
4569,3154,24,white,neutral
4570,3155,25,white,happy
4571,3156,25,white,sad
4572,3157,26,white,happy
4573,3158,24,white,neutral
4574,3159,26,white,neutral
4575,3160,22,white,happy
4576,3161,26,white,happy
4577,3162,26,white,neutral
4578,3163,24,white,fear
4579,3164,23,white,neutral
4580,3166,25,white,neutral
4581,3168,25,white,happy
4582,3170,24,white,happy
4583,3172,29,white,happy
4584,3174,24,latino hispanic,neutral
4585,919,27,white,neutral
4586,920,23,white,happy
4587,921,25,white,sad
4588,922,24,white,happy
4589,923,24,white,happy
4590,924,31,white,neutral
4591,925,24,white,happy
4592,926,24,white,happy
4593,927,28,white,happy
4594,928,24,white,happy
4595,929,22,white,neutral
4596,930,27,white,happy
4597,1468,30,latino hispanic,neutral
4598,1469,26,white,happy
4599,1473,27,white,happy
4600,1441,33,white,neutral
4601,1442,30,white,angry
4602,1443,28,latino hispanic,happy
4603,1444,32,latino hispanic,neutral
4604,3377,24,white,happy
4605,3378,34,white,happy
4606,3380,24,white,happy
4607,3381,24,white,happy
4608,3372,27,white,happy
4609,3373,23,white,happy
4610,3374,24,white,happy
4611,3375,23,white,happy
4612,3376,33,white,happy
4613,1480,25,latino hispanic,neutral
4614,1481,33,latino hispanic,neutral
4615,1485,26,indian,happy
4616,1486,23,indian,neutral
4617,1487,32,latino hispanic,happy
4618,1489,31,latino hispanic,neutral
4619,1490,27,latino hispanic,neutral
4620,3180,24,white,happy
4621,491,31,white,angry
4622,4726,30,white,happy
4623,4728,32,white,happy
4624,4729,25,white,happy
4625,4730,42,white,happy
4626,4731,33,white,happy
4627,3856,34,black,sad
4628,3857,29,black,fear
4629,3859,24,black,neutral
4630,3860,27,black,happy
4631,3862,23,asian,angry
4632,3863,29,black,happy
4633,2550,26,white,neutral
4634,2551,29,white,neutral
4635,2552,24,white,happy
4636,2554,31,white,neutral
4637,2556,32,white,happy
4638,2557,29,white,neutral
4639,2558,31,white,happy
4640,1748,28,white,happy
4641,1749,21,white,sad
4642,1750,26,white,sad
4643,1751,23,white,sad
4644,1719,22,white,neutral
4645,1720,22,white,neutral
4646,1721,28,latino hispanic,neutral
4647,2700,23,white,neutral
4648,2702,23,white,neutral
4649,2703,24,white,happy
4650,2706,25,white,neutral
4651,2707,29,white,happy
4652,2708,30,white,happy
4653,2709,24,white,neutral
4654,2711,29,white,angry
4655,2712,25,white,neutral
4656,2964,33,white,neutral
4657,2965,35,white,happy
4658,2966,28,white,happy
4659,2967,28,white,happy
4660,2968,24,white,happy
4661,2713,24,white,neutral
4662,2714,28,white,happy
4663,2716,24,white,fear
4664,2717,26,white,neutral
4665,2718,33,white,happy
4666,2719,21,white,neutral
4667,2720,24,white,neutral
4668,2721,24,white,neutral
4669,2722,21,white,neutral
4670,2723,24,white,happy
4671,576,33,white,happy
4672,6538,44,latino hispanic,fear
4673,6539,37,latino hispanic,angry
4674,6542,31,white,sad
4675,6543,33,white,neutral
4676,6544,36,white,neutral
4677,6546,33,latino hispanic,happy
4678,6547,46,white,neutral
4679,6548,25,white,neutral
4680,6552,32,white,angry
4681,6554,38,middle eastern,happy
4682,4141,24,middle eastern,happy
4683,4143,31,latino hispanic,happy
4684,247,36,white,happy
4685,248,40,white,happy
4686,249,41,white,happy
4687,250,39,white,happy
4688,3776,21,black,happy
4689,3781,31,black,angry
4690,6555,46,white,happy
4691,6556,37,white,sad
4692,6557,27,middle eastern,happy
4693,6558,50,white,fear
4694,6559,48,white,happy
4695,6560,43,white,happy
4696,6563,47,latino hispanic,happy
4697,6564,44,latino hispanic,fear
4698,6565,46,latino hispanic,neutral
4699,6566,49,latino hispanic,happy
4700,6567,48,white,sad
4701,6568,41,latino hispanic,happy
4702,6569,43,white,happy
4703,6570,49,middle eastern,fear
4704,6571,45,white,happy
4705,6572,54,middle eastern,happy
4706,6573,51,white,happy
4707,6574,46,latino hispanic,fear
4708,3919,21,middle eastern,neutral
4709,3921,23,latino hispanic,neutral
4710,2132,50,middle eastern,neutral
4711,2133,46,white,neutral
4712,2134,51,latino hispanic,sad
4713,2135,48,white,happy
4714,2136,51,latino hispanic,neutral
4715,2137,50,middle eastern,sad
4716,2138,52,indian,happy
4717,2139,34,indian,happy
4718,700,37,white,happy
4719,6575,31,white,happy
4720,6576,32,white,happy
4721,6577,32,white,happy
4722,6578,32,white,happy
4723,6579,32,white,happy
4724,6580,33,white,happy
4725,6581,33,white,happy
4726,6582,31,white,happy
4727,6583,31,latino hispanic,happy
4728,6584,31,white,happy
4729,6585,31,white,happy
4730,6586,29,white,happy
4731,6587,30,white,happy
4732,6588,31,latino hispanic,happy
4733,6589,31,white,happy
4734,6590,30,white,happy
4735,6591,32,white,neutral
4736,6592,29,latino hispanic,happy
4737,6593,24,white,neutral
4738,6594,30,latino hispanic,happy
4739,6595,32,white,neutral
4740,6596,33,white,happy
4741,6597,31,latino hispanic,happy
4742,6598,28,white,sad
4743,6599,28,latino hispanic,neutral
4744,6600,29,white,happy
4745,6601,30,white,happy
4746,6602,29,latino hispanic,neutral
4747,6603,26,asian,neutral
4748,6604,25,white,happy
4749,6605,30,white,neutral
4750,6606,27,white,neutral
4751,6607,30,white,fear
4752,256,33,white,happy
4753,257,28,asian,angry
4754,6608,41,white,happy
4755,6609,33,white,neutral
4756,6610,38,white,happy
4757,6611,33,white,neutral
4758,6612,35,indian,angry
4759,6613,43,white,happy
4760,6614,40,white,happy
4761,6615,46,white,neutral
4762,393,31,white,happy
4763,397,28,black,neutral
4764,398,30,latino hispanic,happy
4765,399,31,latino hispanic,happy
4766,400,32,latino hispanic,happy
4767,401,32,indian,happy
4768,4120,32,asian,angry
4769,4121,34,white,happy
4770,4122,30,latino hispanic,happy
4771,4123,32,white,happy
4772,3546,25,white,happy
4773,4445,24,white,happy
4774,4446,30,white,happy
4775,4447,25,white,happy
4776,4448,26,white,happy
4777,4449,26,white,neutral
4778,6616,26,white,neutral
4779,6619,29,white,happy
4780,6621,34,middle eastern,neutral
4781,6622,35,white,happy
4782,6623,42,middle eastern,happy
4783,6624,35,white,neutral
4784,364,32,latino hispanic,happy
4785,366,47,white,neutral
4786,368,39,latino hispanic,neutral
4787,370,33,latino hispanic,happy
4788,387,45,indian,happy
4789,390,39,latino hispanic,neutral
4790,1492,49,latino hispanic,happy
4791,1493,47,latino hispanic,neutral
4792,1494,42,white,sad
4793,1495,46,latino hispanic,happy
4794,3827,23,black,sad
4795,3828,30,black,happy
4796,3829,32,black,happy
4797,3831,25,black,neutral
4798,3835,23,indian,fear
4799,3836,32,latino hispanic,neutral
4800,3837,29,asian,happy
4801,2860,34,white,neutral
4802,2864,25,white,happy
4803,2865,35,latino hispanic,happy
4804,2866,28,white,happy
4805,2867,38,latino hispanic,angry
4806,2868,29,asian,sad
4807,2869,24,latino hispanic,happy
4808,2870,23,white,happy
4809,6625,32,latino hispanic,happy
4810,6626,35,latino hispanic,sad
4811,6627,32,latino hispanic,happy
4812,6628,42,latino hispanic,happy
4813,6629,31,latino hispanic,happy
4814,6630,42,middle eastern,happy
4815,6631,43,white,fear
4816,6632,51,white,happy
4817,6633,48,latino hispanic,neutral
4818,6634,47,white,happy
4819,6635,36,latino hispanic,fear
4820,6636,50,white,happy
4821,6637,49,latino hispanic,neutral
4822,6638,39,white,neutral
4823,6639,44,white,happy
4824,6640,37,white,happy
4825,6641,31,white,happy
4826,6642,48,white,happy
4827,6643,40,white,sad
4828,6644,28,white,happy
4829,6645,42,white,happy
4830,6646,32,latino hispanic,angry
4831,4450,25,white,neutral
4832,4451,25,latino hispanic,happy
4833,4452,30,white,happy
4834,4453,31,white,neutral
4835,4454,36,white,sad
4836,4455,32,white,happy
4837,4456,30,latino hispanic,happy
4838,4457,25,white,neutral
4839,4458,31,white,happy
4840,6647,27,white,happy
4841,6648,31,middle eastern,happy
4842,6649,25,white,neutral
4843,6650,24,white,happy
4844,6651,23,white,happy
4845,6652,32,white,neutral
4846,6653,25,white,neutral
4847,6654,28,white,angry
4848,6655,23,white,neutral
4849,6656,26,white,happy
4850,6657,28,white,happy
4851,6658,29,white,happy
4852,6659,27,white,happy
4853,3551,31,middle eastern,happy
4854,3552,28,middle eastern,happy
4855,3553,32,middle eastern,neutral
4856,3554,33,white,happy
4857,4710,22,white,happy
4858,2485,32,white,happy
4859,2486,32,white,fear
4860,2487,32,white,fear
4861,2488,32,white,fear
4862,2489,32,white,angry
4863,5031,29,black,happy
4864,5032,27,black,neutral
4865,5033,32,black,happy
4866,5034,31,black,happy
4867,5035,32,black,happy
4868,5036,27,black,happy
4869,5037,29,indian,happy
4870,5038,28,black,angry
4871,5039,25,black,neutral
4872,5040,23,black,happy
4873,6660,24,middle eastern,happy
4874,6661,24,white,happy
4875,6662,23,middle eastern,neutral
4876,6663,22,white,neutral
4877,6664,23,white,happy
4878,6665,26,middle eastern,happy
4879,6666,28,middle eastern,happy
4880,6667,23,latino hispanic,sad
4881,6668,22,middle eastern,neutral
4882,1882,24,white,happy
4883,1883,23,asian,happy
4884,1884,25,white,happy
4885,1886,26,white,happy
4886,6669,50,white,sad
4887,6670,47,white,happy
4888,6671,28,white,happy
4889,6672,44,latino hispanic,angry
4890,6673,46,white,angry
4891,6674,41,white,happy
4892,6675,42,white,neutral
4893,6676,39,white,happy
4894,6677,48,white,happy
4895,6678,52,white,happy
4896,6679,33,white,happy
4897,1115,26,white,happy
4898,1116,30,white,happy
4899,1117,29,white,neutral
4900,1610,28,white,happy
4901,1611,28,white,neutral
4902,1612,23,white,happy
4903,1613,25,white,happy
4904,1614,28,white,happy
4905,3821,26,white,happy
4906,1727,25,white,neutral
4907,6680,29,white,neutral
4908,6681,33,middle eastern,happy
4909,6682,29,white,happy
4910,6683,31,middle eastern,happy
4911,6684,30,white,happy
4912,6685,29,middle eastern,happy
4913,6686,32,middle eastern,happy
4914,6687,26,white,happy
4915,6688,25,middle eastern,happy
4916,6689,22,white,neutral
4917,6690,23,white,neutral
4918,6691,24,white,neutral
4919,6692,24,white,happy
4920,6693,24,white,neutral
4921,6694,22,latino hispanic,happy
4922,6695,28,white,happy
4923,6696,23,white,sad
4924,6697,49,white,sad
4925,6698,44,white,happy
4926,6699,47,white,happy
4927,6700,39,white,happy
4928,6701,42,latino hispanic,happy
4929,3134,34,white,happy
4930,3135,31,white,happy
4931,3136,27,white,happy
4932,3137,27,white,happy
4933,3138,31,white,happy
4934,3139,29,white,happy
4935,3140,33,white,happy
4936,3141,32,white,happy
4937,3142,32,white,happy
4938,3145,31,white,happy
4939,3146,34,white,happy
4940,3147,31,white,happy
4941,6702,38,asian,angry
4942,6704,48,asian,neutral
4943,6705,45,white,sad
4944,6706,40,black,neutral
4945,6708,43,asian,neutral
4946,6709,34,white,neutral
4947,1268,24,white,happy
4948,1269,31,white,happy
4949,1270,39,white,happy
4950,1271,32,latino hispanic,happy
4951,2178,29,white,happy
4952,2179,23,latino hispanic,sad
4953,2180,36,latino hispanic,happy
4954,2181,22,latino hispanic,happy
4955,2182,41,middle eastern,angry
4956,2183,27,latino hispanic,happy
4957,2184,40,white,neutral
4958,2185,23,white,happy
4959,2186,30,middle eastern,happy
4960,2187,22,middle eastern,neutral
4961,2188,37,white,happy
4962,2189,22,middle eastern,angry
4963,2190,25,middle eastern,happy
4964,2191,24,latino hispanic,happy
4965,459,40,white,happy
4966,460,27,white,happy
4967,461,30,white,angry
4968,462,44,white,angry
4969,463,32,white,neutral
4970,464,43,white,happy
4971,465,34,white,happy
4972,466,42,white,neutral
4973,1917,45,white,neutral
4974,1918,34,white,sad
4975,1922,38,indian,happy
4976,1923,39,indian,happy
4977,6710,30,indian,neutral
4978,6711,31,indian,happy
4979,6712,31,indian,fear
4980,6713,30,indian,angry
4981,6714,30,indian,neutral
4982,6715,28,indian,neutral
4983,6716,34,indian,happy
4984,6717,27,indian,neutral
4985,6718,25,indian,happy
4986,6719,30,indian,angry
4987,2924,37,white,happy
4988,2926,31,white,happy
4989,6720,27,white,neutral
4990,6721,28,white,neutral
4991,6723,30,latino hispanic,neutral
4992,6724,24,latino hispanic,neutral
4993,6725,30,indian,neutral
4994,1586,36,white,happy
4995,1587,40,white,happy
4996,1588,38,white,happy
4997,1589,32,white,happy
4998,1591,33,white,happy
4999,1592,36,white,happy
5000,1593,31,white,happy
5001,1594,29,white,happy
5002,1595,26,white,happy
5003,1596,31,white,neutral
5004,1597,22,white,happy
5005,1458,30,latino hispanic,neutral
5006,1459,38,latino hispanic,angry
5007,1460,29,middle eastern,sad
5008,1461,33,middle eastern,neutral
5009,753,25,black,happy
5010,754,26,black,happy
5011,755,32,black,happy
5012,756,31,black,happy
5013,757,25,black,neutral
5014,758,33,black,happy
5015,759,25,black,happy
5016,760,29,black,happy
